title,summary,published,year,month,category
"Interactive and Intelligent Root Cause Analysis in Manufacturing with
  Causal Bayesian Networks and Knowledge Graphs","Root Cause Analysis (RCA) in the manufacturing of electric vehicles is the
process of identifying fault causes. Traditionally, the RCA is conducted
manually, relying on process expert knowledge. Meanwhile, sensor networks
collect significant amounts of data in the manufacturing process. Using this
data for RCA makes it more efficient. However, purely data-driven methods like
Causal Bayesian Networks have problems scaling to large-scale, real-world
manufacturing processes due to the vast amount of potential cause-effect
relationships (CERs). Furthermore, purely data-driven methods have the
potential to leave out already known CERs or to learn spurious CERs. The paper
contributes by proposing an interactive and intelligent RCA tool that combines
expert knowledge of an electric vehicle manufacturing process and a data-driven
machine learning method. It uses reasoning over a large-scale Knowledge Graph
of the manufacturing process while learning a Causal Bayesian Network. In
addition, an Interactive User Interface enables a process expert to give
feedback to the root cause graph by adding and removing information to the
Knowledge Graph. The interactive and intelligent RCA tool reduces the learning
time of the Causal Bayesian Network while decreasing the number of spurious
CERs. Thus, the interactive and intelligent RCA tool closes the feedback loop
between expert and machine learning method.",2024-01-20,2024,2024-01,manufacturing
Deep Generative Design for Mass Production,"Generative Design (GD) has evolved as a transformative design approach,
employing advanced algorithms and AI to create diverse and innovative solutions
beyond traditional constraints. Despite its success, GD faces significant
challenges regarding the manufacturability of complex designs, often
necessitating extensive manual modifications due to limitations in standard
manufacturing processes and the reliance on additive manufacturing, which is
not ideal for mass production. Our research introduces an innovative framework
addressing these manufacturability concerns by integrating constraints
pertinent to die casting and injection molding into GD, through the utilization
of 2D depth images. This method simplifies intricate 3D geometries into
manufacturable profiles, removing unfeasible features such as
non-manufacturable overhangs and allowing for the direct consideration of
essential manufacturing aspects like thickness and rib design. Consequently,
designs previously unsuitable for mass production are transformed into viable
solutions. We further enhance this approach by adopting an advanced 2D
generative model, which offer a more efficient alternative to traditional 3D
shape generation methods. Our results substantiate the efficacy of this
framework, demonstrating the production of innovative, and, importantly,
manufacturable designs. This shift towards integrating practical manufacturing
considerations into GD represents a pivotal advancement, transitioning from
purely inspirational concepts to actionable, production-ready solutions. Our
findings underscore usefulness and potential of GD for broader industry
adoption, marking a significant step forward in aligning GD with the demands of
manufacturing challenges.",2024-03-16,2024,2024-03,manufacturing
"Enhancing Manufacturing Quality Prediction Models through the
  Integration of Explainability Methods","This research presents a method that utilizes explainability techniques to
amplify the performance of machine learning (ML) models in forecasting the
quality of milling processes, as demonstrated in this paper through a
manufacturing use case. The methodology entails the initial training of ML
models, followed by a fine-tuning phase where irrelevant features identified
through explainability methods are eliminated. This procedural refinement
results in performance enhancements, paving the way for potential reductions in
manufacturing costs and a better understanding of the trained ML models. This
study highlights the usefulness of explainability techniques in both explaining
and optimizing predictive models in the manufacturing realm.",2024-03-27,2024,2024-03,manufacturing
"Worker Robot Cooperation and Integration into the Manufacturing Workcell
  via the Holonic Control Architecture","Worker-Robot Cooperation is a new industrial trend, which aims to sum the
advantages of both the human and the industrial robot to afford a new
intelligent manufacturing techniques. The cooperative manufacturing between the
worker and the robot contains other elements such as the product parts and the
manufacturing tools. All these production elements must cooperate in one
manufacturing workcell to fulfill the production requirements. The
manufacturing control system is the mean to connect all these cooperative
elements together in one body. This manufacturing control system is distributed
and autonomous due to the nature of the cooperative workcell. Accordingly, this
article proposes the holonic control architecture as the manufacturing concept
of the cooperative workcell. Furthermore, the article focuses on the
feasibility of this manufacturing concept, by applying it over a case study
that involves the cooperation between a dual-arm robot and a worker. During
this case study, the worker uses a variety of hand gestures to cooperate with
the robot to achieve the highest production flexibility",2024-03-30,2024,2024-03,manufacturing
"Ontology in Holonic Cooperative Manufacturing: A Solution to Share and
  Exchange the Knowledge","Cooperative manufacturing is a new trend in industry, which depends on the
existence of a collaborative robot. A collaborative robot is usually a
light-weight robot which is capable of operating safely with a human co-worker
in a shared work environment. During this cooperation, a vast amount of
information is exchanged between the collaborative robot and the worker. This
information constructs the cooperative manufacturing knowledge, which describes
the production components and environment. In this research, we propose a
holonic control solution, which uses the ontology concept to represent the
cooperative manufacturing knowledge. The holonic control solution is
implemented as an autonomous multi-agent system that exchanges the
manufacturing knowledge based on an ontology model. Ultimately, the research
illustrates and implements the proposed solution over a cooperative assembly
scenario, which involves two workers and one collaborative robot, whom
cooperate together to assemble a customized product.",2024-03-30,2024,2024-03,manufacturing
"Building A Knowledge Graph to Enrich ChatGPT Responses in Manufacturing
  Service Discovery","Sourcing and identification of new manufacturing partners is crucial for
manufacturing system integrators to enhance agility and reduce risk through
supply chain diversification in the global economy. The advent of advanced
large language models has captured significant interest, due to their ability
to generate comprehensive and articulate responses across a wide range of
knowledge domains. However, the system often falls short in accuracy and
completeness when responding to domain-specific inquiries, particularly in
areas like manufacturing service discovery. This research explores the
potential of leveraging Knowledge Graphs in conjunction with ChatGPT to
streamline the process for prospective clients in identifying small
manufacturing enterprises. In this study, we propose a method that integrates
bottom-up ontology with advanced machine learning models to develop a
Manufacturing Service Knowledge Graph from an array of structured and
unstructured data sources, including the digital footprints of small-scale
manufacturers throughout North America. The Knowledge Graph and the learned
graph embedding vectors are leveraged to tackle intricate queries within the
digital supply chain network, responding with enhanced reliability and greater
interpretability. The approach highlighted is scalable to millions of entities
that can be distributed to form a global Manufacturing Service Knowledge
Network Graph that can potentially interconnect multiple types of Knowledge
Graphs that span industry sectors, geopolitical boundaries, and business
domains. The dataset developed for this study, now publicly accessible,
encompasses more than 13,000 manufacturers' weblinks, manufacturing services,
certifications, and location entity types.",2024-04-09,2024,2024-04,manufacturing
"Explainable Artificial Intelligence Techniques for Accurate Fault
  Detection and Diagnosis: A Review","As the manufacturing industry advances with sensor integration and
automation, the opaque nature of deep learning models in machine learning poses
a significant challenge for fault detection and diagnosis. And despite the
related predictive insights Artificial Intelligence (AI) can deliver, advanced
machine learning engines often remain a black box. This paper reviews the
eXplainable AI (XAI) tools and techniques in this context. We explore various
XAI methodologies, focusing on their role in making AI decision-making
transparent, particularly in critical scenarios where humans are involved. We
also discuss current limitations and potential future research that aims to
balance explainability with model performance while improving trustworthiness
in the context of AI applications for critical industrial use cases.",2024-04-17,2024,2024-04,manufacturing
Generative manufacturing systems using diffusion models and ChatGPT,"In this study, we introduce Generative Manufacturing Systems (GMS) as a novel
approach to effectively manage and coordinate autonomous manufacturing assets,
thereby enhancing their responsiveness and flexibility to address a wide array
of production objectives and human preferences. Deviating from traditional
explicit modeling, GMS employs generative AI, including diffusion models and
ChatGPT, for implicit learning from envisioned futures, marking a shift from a
model-optimum to a training-sampling decision-making. Through the integration
of generative AI, GMS enables complex decision-making through interactive
dialogue with humans, allowing manufacturing assets to generate multiple
high-quality global decisions that can be iteratively refined based on human
feedback. Empirical findings showcase GMS's substantial improvement in system
resilience and responsiveness to uncertainties, with decision times reduced
from seconds to milliseconds. The study underscores the inherent creativity and
diversity in the generated solutions, facilitating human-centric
decision-making through seamless and continuous human-machine interactions.",2024-05-02,2024,2024-05,manufacturing
"AI for Manufacturing and Healthcare: a chemistry and engineering
  perspective","Artificial Intelligence (AI) approaches are increasingly being applied to
more and more domains of Science, Engineering, Chemistry, and Industries to not
only improve efficiencies and enhance productivity, but also enable new
capabilities. The new opportunities range from automated molecule design and
screening, properties prediction, gaining insights of chemical reactions, to
computer-aided design, predictive maintenance of systems, robotics, and
autonomous vehicles. This review focuses on the new applications of AI in
manufacturing and healthcare. For the Manufacturing Industries, we focus on AI
and algorithms for (1) Battery, (2) Flow Chemistry, (3) Additive Manufacturing,
(4) Sensors, and (5) Machine Vision. For Healthcare applications, we focus on:
(1) Medical Vision (2) Diagnosis, (3) Protein Design, and (4) Drug Discovery.
In the end, related topics are discussed, including physics integrated machine
learning, model explainability, security, and governance during model
deployment.",2024-05-02,2024,2024-05,manufacturing
AI in Manufacturing: Market Analysis and Opportunities,"In this paper, we explore the transformative impact of Artificial
Intelligence (AI) in the manufacturing sector, highlighting its potential to
revolutionize industry practices and enhance operational efficiency. We delve
into various applications of AI in manufacturing, with a particular emphasis on
human-machine interfaces (HMI) and AI-powered milling machines, showcasing how
these technologies contribute to more intuitive operations and precision in
production processes. Through rigorous market analysis, the paper presents
insightful data on AI adoption rates among German manufacturers, comparing
these figures with global trends and exploring the specific uses of AI in
production, maintenance, customer service, and more. In addition, the paper
examines the emerging field of Generative AI and the potential applications of
large language models in manufacturing processes. The findings indicate a
significant increase in AI adoption from 6% in 2020 to 13.3% in 2023 among
German companies, with a projection of substantial economic impact by 2030. The
study also addresses the challenges faced by companies, such as data quality
and integration hurdles, providing a balanced view of the opportunities and
obstacles in AI implementation.",2024-05-21,2024,2024-05,manufacturing
"A Large Language Model-based multi-agent manufacturing system for
  intelligent shopfloor","As productivity advances, the demand of customers for multi-variety and
small-batch production is increasing, thereby putting forward higher
requirements for manufacturing systems. When production tasks frequent changes
due to this demand, traditional manufacturing systems often cannot response
promptly. The multi-agent manufacturing system is proposed to address this
problem. However, because of technical limitations, the negotiation among
agents in this kind of system is realized through predefined heuristic rules,
which is not intelligent enough to deal with the multi-variety and small batch
production. To this end, a Large Language Model-based (LLM-based) multi-agent
manufacturing system for intelligent shopfloor is proposed in the present
study. This system delineates the diverse agents and defines their
collaborative methods. The roles of the agents encompass Machine Server Agent
(MSA), Bid Inviter Agent (BIA), Bidder Agent (BA), Thinking Agent (TA), and
Decision Agent (DA). Due to the support of LLMs, TA and DA acquire the ability
of analyzing the shopfloor condition and choosing the most suitable machine, as
opposed to executing a predefined program artificially. The negotiation between
BAs and BIA is the most crucial step in connecting manufacturing resources.
With the support of TA and DA, BIA will finalize the distribution of orders,
relying on the information of each machine returned by BA. MSAs bears the
responsibility for connecting the agents with the physical shopfloor. This
system aims to distribute and transmit workpieces through the collaboration of
the agents with these distinct roles, distinguishing it from other scheduling
approaches. Comparative experiments were also conducted to validate the
performance of this system.",2024-05-27,2024,2024-05,manufacturing
Large Language Model-Enabled Multi-Agent Manufacturing Systems,"Traditional manufacturing faces challenges adapting to dynamic environments
and quickly responding to manufacturing changes. The use of multi-agent systems
has improved adaptability and coordination but requires further advancements in
rapid human instruction comprehension, operational adaptability, and
coordination through natural language integration. Large language models like
GPT-3.5 and GPT-4 enhance multi-agent manufacturing systems by enabling agents
to communicate in natural language and interpret human instructions for
decision-making. This research introduces a novel framework where large
language models enhance the capabilities of agents in manufacturing, making
them more adaptable, and capable of processing context-specific instructions. A
case study demonstrates the practical application of this framework, showing
how agents can effectively communicate, understand tasks, and execute
manufacturing processes, including precise G-code allocation among agents. The
findings highlight the importance of continuous large language model
integration into multi-agent manufacturing systems and the development of
sophisticated agent communication protocols for a more flexible manufacturing
system.",2024-06-04,2024,2024-06,manufacturing
"Rare Class Prediction Model for Smart Industry in Semiconductor
  Manufacturing","The evolution of industry has enabled the integration of physical and digital
systems, facilitating the collection of extensive data on manufacturing
processes. This integration provides a reliable solution for improving process
quality and managing equipment health. However, data collected from real
manufacturing processes often exhibit challenging properties, such as severe
class imbalance, high rates of missing values, and noisy features, which hinder
effective machine learning implementation. In this study, a rare class
prediction approach is developed for in situ data collected from a smart
semiconductor manufacturing process. The primary objective is to build a model
that addresses issues of noise and class imbalance, enhancing class separation.
The developed approach demonstrated promising results compared to existing
literature, which would allow the prediction of new observations that could
give insights into future maintenance plans and production quality. The model
was evaluated using various performance metrics, with ROC curves showing an AUC
of 0.95, a precision of 0.66, and a recall of 0.96",2024-06-06,2024,2024-06,manufacturing
"A systematic review on expert systems for improving energy efficiency in
  the manufacturing industry","Against the backdrop of the European Union's commitment to achieve climate
neutrality by 2050, efforts to improve energy efficiency are being intensified.
The manufacturing industry is a key focal point of these endeavors due to its
high final electrical energy demand, while simultaneously facing a growing
shortage of skilled workers crucial for meeting established goals. Expert
systems (ESs) offer the chance to overcome this challenge by automatically
identifying potential energy efficiency improvements and thereby playing a
significant role in reducing electricity consumption. This paper systematically
reviews state-of-the-art approaches of ESs aimed at improving energy efficiency
in industry, with a focus on manufacturing. The literature search yields 1692
results, of which 54 articles published between 1987 and 2023 are analyzed in
depth. These publications are classified according to the system boundary,
manufacturing type, application perspective, application purpose, ES type, and
industry. Furthermore, we examine the structure, implementation, utilization,
and development of ESs in this context. Through this analysis, the review
reveals research gaps, pointing toward promising topics for future research.",2024-07-05,2024,2024-07,manufacturing
"Human-artificial intelligence teaming for scientific information
  extraction from data-driven additive manufacturing research using large
  language models","Data-driven research in Additive Manufacturing (AM) has gained significant
success in recent years. This has led to a plethora of scientific literature to
emerge. The knowledge in these works consists of AM and Artificial Intelligence
(AI) contexts that have not been mined and formalized in an integrated way. It
requires substantial effort and time to extract scientific information from
these works. AM domain experts have contributed over two dozen review papers to
summarize these works. However, information specific to AM and AI contexts
still requires manual effort to extract. The recent success of foundation
models such as BERT (Bidirectional Encoder Representations for Transformers) or
GPT (Generative Pre-trained Transformers) on textual data has opened the
possibility of expediting scientific information extraction. We propose a
framework that enables collaboration between AM and AI experts to continuously
extract scientific information from data-driven AM literature. A demonstration
tool is implemented based on the proposed framework and a case study is
conducted to extract information relevant to the datasets, modeling, sensing,
and AM system categories. We show the ability of LLMs (Large Language Models)
to expedite the extraction of relevant information from data-driven AM
literature. In the future, the framework can be used to extract information
from the broader design and manufacturing literature in the engineering
discipline.",2024-07-26,2024,2024-07,manufacturing
Review of Cloud Service Composition for Intelligent Manufacturing,"Intelligent manufacturing is a new model that uses advanced technologies such
as the Internet of Things, big data, and artificial intelligence to improve the
efficiency and quality of manufacturing production. As an important support to
promote the transformation and upgrading of the manufacturing industry, cloud
service optimization has received the attention of researchers. In recent
years, remarkable research results have been achieved in this field. For the
sustainability of intelligent manufacturing platforms, in this paper we
summarize the process of cloud service optimization for intelligent
manufacturing. Further, to address the problems of dispersed optimization
indicators and nonuniform/unstandardized definitions in the existing research,
11 optimization indicators that take into account three-party participant
subjects are defined from the urgent requirements of the sustainable
development of intelligent manufacturing platforms. Next, service optimization
algorithms are classified into two categories, heuristic and reinforcement
learning. After comparing the two categories, the current key techniques of
service optimization are targeted. Finally, research hotspots and future
research trends of service optimization are summarized.",2024-08-03,2024,2024-08,manufacturing
A Comprehensive Review of Lunar-based Manufacturing and Construction,"As humankind prepares to establish outposts and infrastructure on the Moon,
the ability to manufacture parts and buildings on-site is crucial. While
transporting raw materials from Earth can be costly and time-consuming, in-situ
resource utilization (ISRU) presents an attractive alternative. This review
paper aims to provide a thorough examination of the current state and future
potential of Lunar-based manufacturing and construction (LBMC), with a
particular focus on the prospect of utilizing in-situ resources and additive
manufacturing. The paper analyzes existing research on LBMC from various
perspectives, including different manufacturing techniques and compositions,
the potential of ISRU for LBMC, characterization of built parts and structures,
the role of energy sources and efficiency, the impact of low-gravity and vacuum
conditions, and the feasibility of using artificial intelligence, automation,
and robotics. By synthesizing these findings, this review offers valuable
insights into the challenges and opportunities that lie ahead for LBMC.",2024-08-11,2024,2024-08,manufacturing
"Automatic Feature Recognition and Dimensional Attributes Extraction From
  CAD Models for Hybrid Additive-Subtractive Manufacturing","The integration of Computer-Aided Design (CAD), Computer-Aided Process
Planning (CAPP), and Computer-Aided Manufacturing (CAM) plays a crucial role in
modern manufacturing, facilitating seamless transitions from digital designs to
physical products. However, a significant challenge within this integration is
the Automatic Feature Recognition (AFR) of CAD models, especially in the
context of hybrid manufacturing that combines subtractive and additive
manufacturing processes. Traditional AFR methods, focused mainly on the
identification of subtractive (machined) features including holes, fillets,
chamfers, pockets, and slots, fail to recognize features pertinent to additive
manufacturing. Furthermore, the traditional methods fall short in accurately
extracting geometric dimensions and orientations, which are also key factors
for effective manufacturing process planning. This paper presents a novel
approach for creating a synthetic CAD dataset that encompasses features
relevant to both additive and subtractive machining through Python Open
Cascade. The Hierarchical Graph Convolutional Neural Network (HGCNN) model is
implemented to accurately identify the composite additive-subtractive features
within the synthetic CAD dataset. The key novelty and contribution of the
proposed methodology lie in its ability to recognize a wide range of
manufacturing features, and precisely extracting their dimensions,
orientations, and stock sizes. The proposed model demonstrates remarkable
feature recognition accuracy exceeding 97% and a dimension extraction accuracy
of 100% for identified features. Therefore, the proposed methodology enhances
the integration of CAD, CAPP, and CAM within hybrid manufacturing by providing
precise feature recognition and dimension extraction. It facilitates improved
manufacturing process planning, by enabling more informed decision-making.",2024-08-13,2024,2024-08,manufacturing
Intelligent OPC Engineer Assistant for Semiconductor Manufacturing,"Advancements in chip design and manufacturing have enabled the processing of
complex tasks such as deep learning and natural language processing, paving the
way for the development of artificial general intelligence (AGI). AI, on the
other hand, can be leveraged to innovate and streamline semiconductor
technology from planning and implementation to manufacturing. In this paper, we
present \textit{Intelligent OPC Engineer Assistant}, an AI/LLM-powered
methodology designed to solve the core manufacturing-aware optimization problem
known as optical proximity correction (OPC). The methodology involves a
reinforcement learning-based OPC recipe search and a customized multi-modal
agent system for recipe summarization. Experiments demonstrate that our
methodology can efficiently build OPC recipes on various chip designs with
specially handled design topologies, a task that typically requires the
full-time effort of OPC engineers with years of experience.",2024-08-23,2024,2024-08,manufacturing
"Comprehensive Overview of Artificial Intelligence Applications in Modern
  Industries","Artificial Intelligence (AI) is fundamentally reshaping various industries by
enhancing decision-making processes, optimizing operations, and unlocking new
opportunities for innovation. This paper explores the applications of AI across
four key sectors: healthcare, finance, manufacturing, and retail. Each section
delves into the specific challenges faced by these industries, the AI
technologies employed to address them, and the measurable impact on business
outcomes and societal welfare. We also discuss the implications of AI
integration, including ethical considerations, the future trajectory of AI
development, and its potential to drive economic growth while posing challenges
that need to be managed responsibly.",2024-09-19,2024,2024-09,manufacturing
"On the role of Artificial Intelligence methods in modern
  force-controlled manufacturing robotic tasks","This position paper explores the integration of Artificial Intelligence (AI)
into force-controlled robotic tasks within the scope of advanced manufacturing,
a cornerstone of Industry 4.0. AI's role in enhancing robotic manipulators -
key drivers in the Fourth Industrial Revolution - is rapidly leading to
significant innovations in smart manufacturing. The objective of this article
is to frame these innovations in practical force-controlled applications - e.g.
deburring, polishing, and assembly tasks like peg-in-hole (PiH) - highlighting
their necessity for maintaining high-quality production standards. By reporting
on recent AI-based methodologies, this article contrasts them and identifies
current challenges to be addressed in future research. The analysis concludes
with a perspective on future research directions, emphasizing the need for
common performance metrics to validate AI techniques, integration of various
enhancements for performance optimization, and the importance of validating
them in relevant scenarios. These future directions aim to provide consistency
with already adopted approaches, so as to be compatible with manufacturing
standards, increasing the relevance of AI-driven methods in both academic and
industrial contexts.",2024-09-25,2024,2024-09,manufacturing
Large Language Models for Manufacturing,"The rapid advances in Large Language Models (LLMs) have the potential to
transform manufacturing industry, offering new opportunities to optimize
processes, improve efficiency, and drive innovation. This paper provides a
comprehensive exploration of the integration of LLMs into the manufacturing
domain, focusing on their potential to automate and enhance various aspects of
manufacturing, from product design and development to quality control, supply
chain optimization, and talent management. Through extensive evaluations across
multiple manufacturing tasks, we demonstrate the remarkable capabilities of
state-of-the-art LLMs, such as GPT-4V, in understanding and executing complex
instructions, extracting valuable insights from vast amounts of data, and
facilitating knowledge sharing. We also delve into the transformative potential
of LLMs in reshaping manufacturing education, automating coding processes,
enhancing robot control systems, and enabling the creation of immersive,
data-rich virtual environments through the industrial metaverse. By
highlighting the practical applications and emerging use cases of LLMs in
manufacturing, this paper aims to provide a valuable resource for
professionals, researchers, and decision-makers seeking to harness the power of
these technologies to address real-world challenges, drive operational
excellence, and unlock sustainable growth in an increasingly competitive
landscape.",2024-10-28,2024,2024-10,manufacturing
"Exploring the Impact of Generative AI on Cross-Border E-Commerce Brand
  Building in Chinese Tianjin's Manufacturing Sector","This study investigates the influence of generative artificial intelligence
(AI) on the brand construction of cross-border e-commerce companies in the
manufacturing industry in Tianjin, China. We examine the direct effects of
generative AI on productivity, the mediating role of productivity in the
relationship between generative AI and brand building, and the moderating
influence of cross-border e-commerce strategies by developing and testing a
comprehensive model. Based on data collected from 210 manufacturing firms in
Chinese Tianjin, the results show that generative AI significantly increases
productivity, which positively affects branding. Moreover, cross-border
e-commerce strategies were found to moderate the impact of generative AI on
branding, underscoring the importance of these strategies for using AI
technologies to compete successfully in the global marketplace. This study
provides valuable theory, empiricism and practical contributions to
understanding the role AI plays in manufacturing and electronic commerce.
Besides, this study tests several hypotheses to quantify these impacts using a
structured model that consists of independent, dependent, mediating and
moderating variables. Information is collected through a comprehensive survey
of manufacturers in Chinese Tianjin and analyzed to test our proposed model.
This study was analyzed and summarized using quantitative analysis, regression
and structural equations (PLS-SEM).",2024-11-08,2024,2024-11,manufacturing
"Hybrid Gaussian Process Regression with Temporal Feature Extraction for
  Partially Interpretable Remaining Useful Life Interval Prediction in
  Aeroengine Prognostics","The estimation of Remaining Useful Life (RUL) plays a pivotal role in
intelligent manufacturing systems and Industry 4.0 technologies. While recent
advancements have improved RUL prediction, many models still face
interpretability and compelling uncertainty modeling challenges. This paper
introduces a modified Gaussian Process Regression (GPR) model for RUL interval
prediction, tailored for the complexities of manufacturing process development.
The modified GPR predicts confidence intervals by learning from historical data
and addresses uncertainty modeling in a more structured way. The approach
effectively captures intricate time-series patterns and dynamic behaviors
inherent in modern manufacturing systems by coupling GPR with deep adaptive
learning-enhanced AI process models. Moreover, the model evaluates feature
significance to ensure more transparent decision-making, which is crucial for
optimizing manufacturing processes. This comprehensive approach supports more
accurate RUL predictions and provides transparent, interpretable insights into
uncertainty, contributing to robust process development and management.",2024-11-19,2024,2024-11,manufacturing
"Regulator-Manufacturer AI Agents Modeling: Mathematical Feedback-Driven
  Multi-Agent LLM Framework","The increasing complexity of regulatory updates from global authorities
presents significant challenges for medical device manufacturers, necessitating
agile strategies to sustain compliance and maintain market access.
Concurrently, regulatory bodies must effectively monitor manufacturers'
responses and develop strategic surveillance plans. This study employs a
multi-agent modeling approach, enhanced with Large Language Models (LLMs), to
simulate regulatory dynamics and examine the adaptive behaviors of key actors,
including regulatory bodies, manufacturers, and competitors. These agents
operate within a simulated environment governed by regulatory flow theory,
capturing the impacts of regulatory changes on compliance decisions, market
adaptation, and innovation strategies. Our findings illuminate the influence of
regulatory shifts on industry behaviour and identify strategic opportunities
for improving regulatory practices, optimizing compliance, and fostering
innovation. By leveraging the integration of multi-agent systems and LLMs, this
research provides a novel perspective and offers actionable insights for
stakeholders navigating the evolving regulatory landscape of the medical device
industry.",2024-11-22,2024,2024-11,manufacturing
"Pivoting B2B platform business models: From platform experimentation to
  multi-platform integration to ecosystem envelopment","The landscape of digital servitization in the manufacturing sector is
evolving, marked by a strategic shift from traditional product-centric to
platform business models (BMs). Manufacturing firms often employ a blend of
approaches to develop business-to-business (B2B) platforms, leading to
significant reconfigurations in their BMs. However, they frequently encounter
failures in their B2B platform development initiatives, leading them to abandon
initial efforts and pivot to alternative platform strategies. Therefore, this
study, through an in-depth case study of a manufacturer in the energy sector,
articulates a three-phase pivoting framework for B2B platform BMs, including
platform development and platform strategy. Initially, the manufacturer focused
on asset-based product sales supplemented by asset maintenance services and
followed an emergent platformization strategy characterized by the rise of
multiple, independent B2B platforms catering to diverse functions. Next,
focusing on the imposed customer journey strategy, the firm shifted towards a
strategic multi-platform integration into an all-encompassing platform
supported by artificial intelligence (AI), signaling a maturation of the
platform BM to combine a wide range of services into an
energy-performance-based contract. Finally, the last step of the firm's
platform BM evolution consisted of a deliberate platform strategy open to
external stakeholders and enveloping its data-driven offerings within a broader
platform ecosystem. This article advances B2B platform BMs and digital
servitization literature, highlighting the efficacy of a progressive approach
and strategic pivoting.",2024-12-27,2024,2024-12,manufacturing
