title,summary,published,year,month,category
Decoding the Molecular Universe -- Workshop Report,"On August 9-10, 2023, a workshop was convened at the Pacific Northwest
National Laboratory (PNNL) in Richland, WA that brought together a group of
internationally recognized experts in metabolomics, natural products discovery,
chemical ecology, chemical and biological threat assessment, cheminformatics,
computational chemistry, cloud computing, artificial intelligence, and novel
technology development. These experts were invited to assess the value and
feasibility of a grand-scale project to create new technologies that would
allow the identification and quantification of all small molecules, or to
decode the molecular universe. The Decoding the Molecular Universe project
would extend and complement the success of the Human Genome Project by
developing new capabilities and technologies to measure small molecules
(defined as non-protein, non-polymer molecules less than 1500 Daltons) of any
origin and generated in biological systems or produced abiotically. Workshop
attendees 1) explored what new understanding of biological and environmental
systems could be revealed through the lens of small molecules; 2) characterized
the similarities in current needs and technical challenges between each science
or mission area for unambiguous and comprehensive determination of the
composition and quantities of small molecules of any sample; 3) determined the
extent to which technologies or methods currently exist for unambiguously and
comprehensively determining the small molecule composition of any sample and in
a reasonable time; and 4) identified the attributes of the ideal technology or
approach for universal small molecule measurement and identification. The
workshop concluded with a discussion of how a project of this scale could be
undertaken, possible thrusts for the project, early proof-of-principle
applications, and similar efforts upon which the project could be modeled.",2023-11-19,2023,2023-11,chemistry
"Coarse-Grained Configurational Polymer Fingerprints for Property
  Prediction using Machine Learning","In this work, we present a method to generate a configurational level
fingerprint for polymers using the Bead-Spring-Model. Unlike some of the
previous fingerprinting approaches that employ monomer-level information where
atomistic descriptors are computed using quantum chemistry calculations, this
approach incorporates configurational information from a coarse-grained model
of a long polymer chain. The proposed approach may be advantageous for the
study of behavior resulting from large molecular weights. To create this
fingerprint, we make use of two kinds of descriptors. First, we calculate
certain geometric descriptors like Re2, Rg2 etc. and label them as Calculated
Descriptors. Second, we generate a set of data-driven descriptors using an
unsupervised autoencoder model and call them Learnt Descriptors. Using a
combination of both of them, we are able to learn mappings from the structure
to various properties of the polymer chain by training ML models. We test our
fingerprint to predict the probability of occurrence of a configuration at
equilibrium, which is approximated by a simple linear relationship between the
instantaneous internal energy and equilibrium average internal energy.",2023-11-20,2023,2023-11,chemistry
GPQA: A Graduate-Level Google-Proof Q&A Benchmark,"We present GPQA, a challenging dataset of 448 multiple-choice questions
written by domain experts in biology, physics, and chemistry. We ensure that
the questions are high-quality and extremely difficult: experts who have or are
pursuing PhDs in the corresponding domains reach 65% accuracy (74% when
discounting clear mistakes the experts identified in retrospect), while highly
skilled non-expert validators only reach 34% accuracy, despite spending on
average over 30 minutes with unrestricted access to the web (i.e., the
questions are ""Google-proof""). The questions are also difficult for
state-of-the-art AI systems, with our strongest GPT-4 based baseline achieving
39% accuracy. If we are to use future AI systems to help us answer very hard
questions, for example, when developing new scientific knowledge, we need to
develop scalable oversight methods that enable humans to supervise their
outputs, which may be difficult even if the supervisors are themselves skilled
and knowledgeable. The difficulty of GPQA both for skilled non-experts and
frontier AI systems should enable realistic scalable oversight experiments,
which we hope can help devise ways for human experts to reliably get truthful
information from AI systems that surpass human capabilities.",2023-11-20,2023,2023-11,chemistry
GAIA: a benchmark for General AI Assistants,"We introduce GAIA, a benchmark for General AI Assistants that, if solved,
would represent a milestone in AI research. GAIA proposes real-world questions
that require a set of fundamental abilities such as reasoning, multi-modality
handling, web browsing, and generally tool-use proficiency. GAIA questions are
conceptually simple for humans yet challenging for most advanced AIs: we show
that human respondents obtain 92\% vs. 15\% for GPT-4 equipped with plugins.
This notable performance disparity contrasts with the recent trend of LLMs
outperforming humans on tasks requiring professional skills in e.g. law or
chemistry. GAIA's philosophy departs from the current trend in AI benchmarks
suggesting to target tasks that are ever more difficult for humans. We posit
that the advent of Artificial General Intelligence (AGI) hinges on a system's
capability to exhibit similar robustness as the average human does on such
questions. Using GAIA's methodology, we devise 466 questions and their answer.
We release our questions while retaining answers to 300 of them to power a
leader-board available at https://huggingface.co/gaia-benchmark.",2023-11-21,2023,2023-11,chemistry
"ATLANTIC: Structure-Aware Retrieval-Augmented Language Model for
  Interdisciplinary Science","Large language models record impressive performance on many natural language
processing tasks. However, their knowledge capacity is limited to the
pretraining corpus. Retrieval augmentation offers an effective solution by
retrieving context from external knowledge sources to complement the language
model. However, existing retrieval augmentation techniques ignore the
structural relationships between these documents. Furthermore, retrieval models
are not explored much in scientific tasks, especially in regard to the
faithfulness of retrieved documents. In this paper, we propose a novel
structure-aware retrieval augmented language model that accommodates document
structure during retrieval augmentation. We create a heterogeneous document
graph capturing multiple types of relationships (e.g., citation, co-authorship,
etc.) that connect documents from more than 15 scientific disciplines (e.g.,
Physics, Medicine, Chemistry, etc.). We train a graph neural network on the
curated document graph to act as a structural encoder for the corresponding
passages retrieved during the model pretraining. Particularly, along with text
embeddings of the retrieved passages, we obtain structural embeddings of the
documents (passages) and fuse them together before feeding them to the language
model. We evaluate our model extensively on various scientific benchmarks that
include science question-answering and scientific document classification
tasks. Experimental results demonstrate that structure-aware retrieval improves
retrieving more coherent, faithful and contextually relevant passages, while
showing a comparable performance in the overall accuracy.",2023-11-21,2023,2023-11,chemistry
"Everybody Needs a Little HELP: Explaining Graphs via Hierarchical
  Concepts","Graph neural networks (GNNs) have led to major breakthroughs in a variety of
domains such as drug discovery, social network analysis, and travel time
estimation. However, they lack interpretability which hinders human trust and
thereby deployment to settings with high-stakes decisions. A line of
interpretable methods approach this by discovering a small set of relevant
concepts as subgraphs in the last GNN layer that together explain the
prediction. This can yield oversimplified explanations, failing to explain the
interaction between GNN layers. To address this oversight, we provide HELP
(Hierarchical Explainable Latent Pooling), a novel, inherently interpretable
graph pooling approach that reveals how concepts from different GNN layers
compose to new ones in later steps. HELP is more than 1-WL expressive and is
the first non-spectral, end-to-end-learnable, hierarchical graph pooling method
that can learn to pool a variable number of arbitrary connected components. We
empirically demonstrate that it performs on-par with standard GCNs and popular
pooling methods in terms of accuracy while yielding explanations that are
aligned with expert knowledge in the domains of chemistry and social networks.
In addition to a qualitative analysis, we employ concept completeness scores as
well as concept conformity, a novel metric to measure the noise in discovered
concepts, quantitatively verifying that the discovered concepts are
significantly easier to fully understand than those from previous work. Our
work represents a first step towards an understanding of graph neural networks
that goes beyond a set of concepts from the final layer and instead explains
the complex interplay of concepts on different levels.",2023-11-25,2023,2023-11,chemistry
"Transforming organic chemistry research paradigms: moving from manual
  efforts to the intersection of automation and artificial intelligence","Organic chemistry is undergoing a major paradigm shift, moving from a
labor-intensive approach to a new era dominated by automation and artificial
intelligence (AI). This transformative shift is being driven by technological
advances, the ever-increasing demand for greater research efficiency and
accuracy, and the burgeoning growth of interdisciplinary research. AI models,
supported by computational power and algorithms, are drastically reshaping
synthetic planning and introducing groundbreaking ways to tackle complex
molecular synthesis. In addition, autonomous robotic systems are rapidly
accelerating the pace of discovery by performing tedious tasks with
unprecedented speed and precision. This article examines the multiple
opportunities and challenges presented by this paradigm shift and explores its
far-reaching implications. It provides valuable insights into the future
trajectory of organic chemistry research, which is increasingly defined by the
synergistic interaction of automation and AI.",2023-11-26,2023,2023-11,chemistry
"Meta-Diversity Search in Complex Systems, A Recipe for Artificial
  Open-Endedness ?","Can we build an artificial system that would be able to generate endless
surprises if ran ""forever"" in Minecraft? While there is not a single path
toward solving that grand challenge, this article presents what we believe to
be some working ingredients for the endless generation of novel increasingly
complex artifacts in Minecraft. Our framework for an open-ended system includes
two components: a complex system used to recursively grow and complexify
artifacts over time, and a discovery algorithm that leverages the concept of
meta-diversity search. Since complex systems have shown to enable the emergence
of considerable complexity from set of simple rules, we believe them to be
great candidates to generate all sort of artifacts in Minecraft. Yet, the space
of possible artifacts that can be generated by these systems is often unknown,
challenging to characterize and explore. Therefore automating the long-term
discovery of novel and increasingly complex artifacts in these systems is an
exciting research field. To approach these challenges, we formulate the problem
of meta-diversity search where an artificial ""discovery assistant""
incrementally learns a diverse set of representations to characterize behaviors
and searches to discover diverse patterns within each of them. A successful
discovery assistant should continuously seek for novel sources of diversities
while being able to quickly specialize the search toward a new unknown type of
diversity. To implement those ideas in the Minecraft environment, we simulate
an artificial ""chemistry"" system based on Lenia continuous cellular automaton
for generating artifacts, as well as an artificial ""discovery assistant""
(called Holmes) for the artifact-discovery process. Holmes incrementally learns
a hierarchy of modular representations to characterize divergent sources of
diversity and uses a goal-based intrinsically-motivated exploration as the
diversity search strategy.",2023-12-01,2023,2023-12,chemistry
"AdsorbRL: Deep Multi-Objective Reinforcement Learning for Inverse
  Catalysts Design","A central challenge of the clean energy transition is the development of
catalysts for low-emissions technologies. Recent advances in Machine Learning
for quantum chemistry drastically accelerate the computation of catalytic
activity descriptors such as adsorption energies. Here we introduce AdsorbRL, a
Deep Reinforcement Learning agent aiming to identify potential catalysts given
a multi-objective binding energy target, trained using offline learning on the
Open Catalyst 2020 and Materials Project data sets. We experiment with Deep
Q-Network agents to traverse the space of all ~160,000 possible unary, binary
and ternary compounds of 55 chemical elements, with very sparse rewards based
on adsorption energy known for only between 2,000 and 3,000 catalysts per
adsorbate. To constrain the actions space, we introduce Random Edge Traversal
and train a single-objective DQN agent on the known states subgraph, which we
find strengthens target binding energy by an average of 4.1 eV. We extend this
approach to multi-objective, goal-conditioned learning, and train a DQN agent
to identify materials with the highest (respectively lowest) adsorption
energies for multiple simultaneous target adsorbates. We experiment with
Objective Sub-Sampling, a novel training scheme aimed at encouraging
exploration in the multi-objective setup, and demonstrate simultaneous
adsorption energy improvement across all target adsorbates, by an average of
0.8 eV. Overall, our results suggest strong potential for Deep Reinforcement
Learning applied to the inverse catalysts design problem.",2023-12-04,2023,2023-12,chemistry
"AI-driven emergence of frequency information non-uniform distribution
  via THz metasurface spectrum prediction","Recently, artificial intelligence has been extensively deployed across
various scientific disciplines, optimizing and guiding the progression of
experiments through the integration of abundant datasets, whilst continuously
probing the vast theoretical space encapsulated within the data. Particularly,
deep learning models, due to their end-to-end adaptive learning capabilities,
are capable of autonomously learning intrinsic data features, thereby
transcending the limitations of traditional experience to a certain extent.
Here, we unveil previously unreported information characteristics pertaining to
different frequencies emerged during our work on predicting the terahertz
spectral modulation effects of metasurfaces based on AI-prediction. Moreover,
we have substantiated that our proposed methodology of simply adding
supplementary multi-frequency inputs to the existing dataset during the target
spectral prediction process can significantly enhance the predictive accuracy
of the network. This approach effectively optimizes the utilization of existing
datasets and paves the way for interdisciplinary research and applications in
artificial intelligence, chemistry, composite material design, biomedicine, and
other fields.",2023-12-05,2023,2023-12,chemistry
"Molecule Joint Auto-Encoding: Trajectory Pretraining with 2D and 3D
  Diffusion","Recently, artificial intelligence for drug discovery has raised increasing
interest in both machine learning and chemistry domains. The fundamental
building block for drug discovery is molecule geometry and thus, the molecule's
geometrical representation is the main bottleneck to better utilize machine
learning techniques for drug discovery. In this work, we propose a pretraining
method for molecule joint auto-encoding (MoleculeJAE). MoleculeJAE can learn
both the 2D bond (topology) and 3D conformation (geometry) information, and a
diffusion process model is applied to mimic the augmented trajectories of such
two modalities, based on which, MoleculeJAE will learn the inherent chemical
structure in a self-supervised manner. Thus, the pretrained geometrical
representation in MoleculeJAE is expected to benefit downstream
geometry-related tasks. Empirically, MoleculeJAE proves its effectiveness by
reaching state-of-the-art performance on 15 out of 20 tasks by comparing it
with 12 competitive baselines.",2023-12-06,2023,2023-12,chemistry
MatterGen: a generative model for inorganic materials design,"The design of functional materials with desired properties is essential in
driving technological advances in areas like energy storage, catalysis, and
carbon capture. Generative models provide a new paradigm for materials design
by directly generating entirely novel materials given desired property
constraints. Despite recent progress, current generative models have low
success rate in proposing stable crystals, or can only satisfy a very limited
set of property constraints. Here, we present MatterGen, a model that generates
stable, diverse inorganic materials across the periodic table and can further
be fine-tuned to steer the generation towards a broad range of property
constraints. To enable this, we introduce a new diffusion-based generative
process that produces crystalline structures by gradually refining atom types,
coordinates, and the periodic lattice. We further introduce adapter modules to
enable fine-tuning towards any given property constraints with a labeled
dataset. Compared to prior generative models, structures produced by MatterGen
are more than twice as likely to be novel and stable, and more than 15 times
closer to the local energy minimum. After fine-tuning, MatterGen successfully
generates stable, novel materials with desired chemistry, symmetry, as well as
mechanical, electronic and magnetic properties. Finally, we demonstrate
multi-property materials design capabilities by proposing structures that have
both high magnetic density and a chemical composition with low supply-chain
risk. We believe that the quality of generated materials and the breadth of
MatterGen's capabilities represent a major advancement towards creating a
universal generative model for materials design.",2023-12-06,2023,2023-12,chemistry
Predictive Chemistry Augmented with Text Retrieval,"This paper focuses on using natural language descriptions to enhance
predictive models in the chemistry field. Conventionally, chemoinformatics
models are trained with extensive structured data manually extracted from the
literature. In this paper, we introduce TextReact, a novel method that directly
augments predictive chemistry with texts retrieved from the literature.
TextReact retrieves text descriptions relevant for a given chemical reaction,
and then aligns them with the molecular representation of the reaction. This
alignment is enhanced via an auxiliary masked LM objective incorporated in the
predictor training. We empirically validate the framework on two chemistry
tasks: reaction condition recommendation and one-step retrosynthesis. By
leveraging text retrieval, TextReact significantly outperforms state-of-the-art
chemoinformatics models trained solely on molecular data.",2023-12-08,2023,2023-12,chemistry
Image and Data Mining in Reticular Chemistry Using GPT-4V,"The integration of artificial intelligence into scientific research has
reached a new pinnacle with GPT-4V, a large language model featuring enhanced
vision capabilities, accessible through ChatGPT or an API. This study
demonstrates the remarkable ability of GPT-4V to navigate and obtain complex
data for metal-organic frameworks, especially from graphical sources. Our
approach involved an automated process of converting 346 scholarly articles
into 6240 images, which represents a benchmark dataset in this task, followed
by deploying GPT-4V to categorize and analyze these images using natural
language prompts. This methodology enabled GPT-4V to accurately identify and
interpret key plots integral to MOF characterization, such as nitrogen
isotherms, PXRD patterns, and TGA curves, among others, with accuracy and
recall above 93%. The model's proficiency in extracting critical information
from these plots not only underscores its capability in data mining but also
highlights its potential in aiding the creation of comprehensive digital
databases for reticular chemistry. In addition, the extracted nitrogen isotherm
data from the selected literature allowed for a comparison between theoretical
and experimental porosity values for over 200 compounds, highlighting certain
discrepancies and underscoring the importance of integrating computational and
experimental data. This work highlights the potential of AI in accelerating
scientific discovery and innovation, bridging the gap between computational
tools and experimental research, and paving the way for more efficient,
inclusive, and comprehensive scientific inquiry.",2023-12-09,2023,2023-12,chemistry
"Using Think-Aloud Data to Understand Relations between Self-Regulation
  Cycle Characteristics and Student Performance in Intelligent Tutoring Systems","Numerous studies demonstrate the importance of self-regulation during
learning by problem-solving. Recent work in learning analytics has largely
examined students' use of SRL concerning overall learning gains. Limited
research has related SRL to in-the-moment performance differences among
learners. The present study investigates SRL behaviors in relationship to
learners' moment-by-moment performance while working with intelligent tutoring
systems for stoichiometry chemistry. We demonstrate the feasibility of labeling
SRL behaviors based on AI-generated think-aloud transcripts, identifying the
presence or absence of four SRL categories (processing information, planning,
enacting, and realizing errors) in each utterance. Using the SRL codes, we
conducted regression analyses to examine how the use of SRL in terms of
presence, frequency, cyclical characteristics, and recency relate to student
performance on subsequent steps in multi-step problems. A model considering
students' SRL cycle characteristics outperformed a model only using
in-the-moment SRL assessment. In line with theoretical predictions, students'
actions during earlier, process-heavy stages of SRL cycles exhibited lower
moment-by-moment correctness during problem-solving than later SRL cycle
stages. We discuss system re-design opportunities to add SRL support during
stages of processing and paths forward for using machine learning to speed
research depending on the assessment of SRL based on transcription of
think-aloud data.",2023-12-09,2023,2023-12,chemistry
Drivers and Barriers of AI Adoption and Use in Scientific Research,"New technologies have the power to revolutionize science. It has happened in
the past and is happening again with the emergence of new computational tools,
such as artificial intelligence and machine learning. Despite the documented
impact of these technologies, there remains a significant gap in understanding
the process of their adoption within the scientific community. In this paper,
we draw on theories of scientific and technical human capital to study the
integration of AI in scientific research, focusing on the human capital of
scientists and the external resources available within their network of
collaborators and institutions. We validate our hypotheses on a large sample of
publications from OpenAlex, covering all sciences from 1980 to 2020, and
identify a set key drivers and inhibitors of AI adoption and use in science.
Our results suggest that AI is pioneered by domain scientists with a `taste for
exploration' and who are embedded in a network rich of computer scientists,
experienced AI scientists and early-career researchers; they come from
institutions with high citation impact and a relatively strong publication
history on AI. The access to computing resources only matters for a few
scientific disciplines, such as chemistry and medical sciences. Once AI is
integrated into research, most adoption factors continue to influence its
subsequent reuse. Implications for the organization and management of science
in the evolving era of AI-driven discovery are discussed.",2023-12-15,2023,2023-12,chemistry
Enabling Accelerators for Graph Computing,"The advent of Graph Neural Networks (GNNs) has revolutionized the field of
machine learning, offering a novel paradigm for learning on graph-structured
data. Unlike traditional neural networks, GNNs are capable of capturing complex
relationships and dependencies inherent in graph data, making them particularly
suited for a wide range of applications including social network analysis,
molecular chemistry, and network security. GNNs, with their unique structure
and operation, present new computational challenges compared to conventional
neural networks. This requires comprehensive benchmarking and a thorough
characterization of GNNs to obtain insight into their computational
requirements and to identify potential performance bottlenecks. In this thesis,
we aim to develop a better understanding of how GNNs interact with the
underlying hardware and will leverage this knowledge as we design specialized
accelerators and develop new optimizations, leading to more efficient and
faster GNN computations. A pivotal component within GNNs is the Sparse General
Matrix-Matrix Multiplication (SpGEMM) kernel, known for its computational
intensity and irregular memory access patterns. In this thesis, we address the
challenges posed by SpGEMM by implementing a highly optimized hashing-based
SpGEMM kernel tailored for a custom accelerator. Synthesizing these insights
and optimizations, we design state-of-the-art hardware accelerators capable of
efficiently handling various GNN workloads. Our accelerator architectures are
built on our characterization of GNN computational demands, providing clear
motivation for our approaches. This exploration into novel models underlines
our comprehensive approach, as we strive to enable accelerators that are not
just performant, but also versatile, able to adapt to the evolving landscape of
graph computing.",2023-12-16,2023,2023-12,chemistry
Continuous-time Graph Representation with Sequential Survival Process,"Over the past two decades, there has been a tremendous increase in the growth
of representation learning methods for graphs, with numerous applications
across various fields, including bioinformatics, chemistry, and the social
sciences. However, current dynamic network approaches focus on discrete-time
networks or treat links in continuous-time networks as instantaneous events.
Therefore, these approaches have limitations in capturing the persistence or
absence of links that continuously emerge and disappear over time for
particular durations. To address this, we propose a novel stochastic process
relying on survival functions to model the durations of links and their
absences over time. This forms a generic new likelihood specification
explicitly accounting for intermittent edge-persistent networks, namely GraSSP:
Graph Representation with Sequential Survival Process. We apply the developed
framework to a recent continuous time dynamic latent distance model
characterizing network dynamics in terms of a sequence of piecewise linear
movements of nodes in latent space. We quantitatively assess the developed
framework in various downstream tasks, such as link prediction and network
completion, demonstrating that the developed modeling framework accounting for
link persistence and absence well tracks the intrinsic trajectories of nodes in
a latent space and captures the underlying characteristics of evolving network
structure.",2023-12-20,2023,2023-12,chemistry
"An integrated framework for accelerating reactive flow simulation using
  GPU and machine learning models","Recent progress in artificial intelligence (AI) and high-performance
computing (HPC) have brought potentially game-changing opportunities in
accelerating reactive flow simulations. In this study, we introduce an
open-source computational fluid dynamics (CFD) framework that integrates the
strengths of machine learning (ML) and graphics processing unit (GPU) to
demonstrate their combined capability. Within this framework, all computational
operations are solely executed on GPU, including ML-accelerated chemistry
integration, fully-implicit solving of PDEs, and computation of thermal and
transport properties, thereby eliminating the CPU-GPU memory copy overhead.
Optimisations both within the kernel functions and during the kernel launch
process are conducted to enhance computational performance. Strategies such as
static data reorganisation and dynamic data allocation are adopted to reduce
the GPU memory footprint. The computational performance is evaluated in two
turbulent flame benchmarks using quasi-DNS and LES modelling, respectively.
Remarkably, while maintaining a similar level of accuracy to the conventional
CPU/CVODE-based solver, the GPU/ML-accelerated approach shows an overall
speedup of over two orders of magnitude for both cases. This result highlights
that high-fidelity turbulent combustion simulation with finite-rate chemistry
that requires normally hundreds of CPUs can now be performed on portable
devices such as laptops with a medium-end GPU.",2023-12-21,2023,2023-12,chemistry
"Diffusion-Driven Generative Framework for Molecular Conformation
  Prediction","The task of deducing three-dimensional molecular configurations from their
two-dimensional graph representations holds paramount importance in the fields
of computational chemistry and pharmaceutical development. The rapid
advancement of machine learning, particularly within the domain of deep
generative networks, has revolutionized the precision of predictive modeling in
this context. Traditional approaches often adopt a two-step strategy: initially
estimating interatomic distances and subsequently refining the spatial
molecular structure by solving a distance geometry problem. However, this
sequential approach occasionally falls short in accurately capturing the
intricacies of local atomic arrangements, thereby compromising the fidelity of
the resulting structural models. Addressing these limitations, this research
introduces a cutting-edge generative framework named DDGF. This framework is
grounded in the principles of diffusion observed in classical non-equilibrium
thermodynamics. DDGF views atoms as discrete entities and excels in guiding the
reversal of diffusion, transforming a distribution of stochastic noise back
into coherent molecular structures through a process akin to a Markov chain.
This transformation commences with the initial representation of a molecular
graph in an abstract latent space, culminating in the realization of
three-dimensional structures via a sophisticated bilevel optimization scheme
meticulously tailored to meet the specific requirements of the task. One of the
formidable challenges in this modeling endeavor involves preserving
roto-translational invariance to ensure that the generated molecular
conformations adhere to the laws of physics. Extensive experimental evaluations
confirm the efficacy of the proposed DDGF in comparison to state-of-the-art
methods.",2023-12-22,2023,2023-12,chemistry
"Towards End-to-End Structure Solutions from Information-Compromised
  Diffraction Data via Generative Deep Learning","The revolution in materials in the past century was built on a knowledge of
the atomic arrangements and the structure-property relationship. The sine qua
non for obtaining quantitative structural information is single crystal
crystallography. However, increasingly we need to solve structures in cases
where the information content in our input signal is significantly degraded,
for example, due to orientational averaging of grains, finite size effects due
to nanostructure, and mixed signals due to sample heterogeneity. Understanding
the structure property relationships in such situations is, if anything, more
important and insightful, yet we do not have robust approaches for
accomplishing it. In principle, machine learning (ML) and deep learning (DL)
are promising approaches since they augment information in the degraded input
signal with prior knowledge learned from large databases of already known
structures. Here we present a novel ML approach, a variational query-based
multi-branch deep neural network that has the promise to be a robust but
general tool to address this problem end-to-end. We demonstrate the approach on
computed powder x-ray diffraction (PXRD), along with partial chemical
composition information, as input. We choose as a structural representation a
modified electron density we call the Cartesian mapped electron density (CMED),
that straightforwardly allows our ML model to learn material structures across
different chemistries, symmetries and crystal systems. When evaluated on
theoretically simulated data for the cubic and trigonal crystal systems, the
system achieves up to $93.4\%$ average similarity with the ground truth on
unseen materials, both with known and partially-known chemical composition
information, showing great promise for successful structure solution even from
degraded and incomplete input data.",2023-12-23,2023,2023-12,chemistry
"Generating High-Precision Force Fields for Molecular Dynamics
  Simulations to Study Chemical Reaction Mechanisms using Molecular
  Configuration Transformer","Theoretical studies on chemical reaction mechanisms have been crucial in
organic chemistry. Traditionally, calculating the manually constructed
molecular conformations of transition states for chemical reactions using
quantum chemical calculations is the most commonly used method. However, this
way is heavily dependent on individual experience and chemical intuition. In
our previous study, we proposed a research paradigm that uses enhanced sampling
in molecular dynamics simulations to study chemical reactions. This approach
can directly simulate the entire process of a chemical reaction. However, the
computational speed limits the use of high-precision potential energy functions
for simulations. To address this issue, we present a scheme for training
high-precision force fields for molecular modeling using a previously developed
graph-neural-network-based molecular model, molecular configuration
transformer. This potential energy function allows for highly accurate
simulations at a low computational cost, leading to more precise calculations
of the mechanism of chemical reactions. We applied this approach to study a
Claisen rearrangement reaction and a Carbonyl insertion reaction catalyzed by
Manganese.",2023-12-31,2023,2023-12,chemistry
GraphGPT: Generative Pre-trained Graph Eulerian Transformer,"We introduceGraphGPT, a novel self-supervised generative pre-trained model
for graph learning based on the Graph Eulerian Transformer (GET). First, we
propose GET, which combines a standard transformer encoder or decoder
architecture with an innovative graph-to-sequence transformation method. This
method converts graphs or sampled subgraphs into sequences of tokens
representing nodes, edges, and attributes in a reversible manner using Eulerian
paths. We pre-train GET using either of the two self-supervised tasks:
next-token prediction (NTP) and scheduled masked-token prediction (SMTP). The
pre-trained model is then fine-tuned for downstream tasks such as graph-,
edge-, and node-level prediction. Despite its simplicity, GraphGPT achieves
performance comparable to or surpassing state-of-the-art methods on multiple
large-scale Open Graph Benchmark (OGB) datasets. It demonstrates exceptional
results on the molecular property prediction dataset PCQM4Mv2 and the
protein-protein interaction dataset ogbl-ppa. Notably, generative pre-training
enables scaling GraphGPT to 2 billion parameters while maintaining performance
gains - a breakthrough that overcomes the scalability limitations of
traditional Graph Neural Networks (GNNs) and prior graph transformers (GTs). To
advance research in graph foundation models and facilitate scientific discovery
in chemistry, materials science, and related fields, we will release the source
code (https://github.com/alibaba/graph-gpt) and pre-trained checkpoints.",2023-12-31,2023,2023-12,chemistry
On the Expressive Power of Graph Neural Networks,"The study of Graph Neural Networks has received considerable interest in the
past few years. By extending deep learning to graph-structured data, GNNs can
solve a diverse set of tasks in fields including social science, chemistry, and
medicine. The development of GNN architectures has largely been focused on
improving empirical performance on tasks like node or graph classification.
However, a line of recent work has instead sought to find GNN architectures
that have desirable theoretical properties - by studying their expressive power
and designing architectures that maximize this expressiveness.
  While there is no consensus on the best way to define the expressiveness of a
GNN, it can be viewed from several well-motivated perspectives. Perhaps the
most natural approach is to study the universal approximation properties of
GNNs, much in the way that this has been studied extensively for MLPs. Another
direction focuses on the extent to which GNNs can distinguish between different
graph structures, relating this to the graph isomorphism test. Besides, a GNN's
ability to compute graph properties such as graph moments has been suggested as
another form of expressiveness. All of these different definitions are
complementary and have yielded different recommendations for GNN architecture
choices. In this paper, we would like to give an overview of the notion of
""expressive power"" of GNNs and provide some valuable insights regarding the
design choices of GNNs.",2024-01-03,2024,2024-01,chemistry
"ORGANA: A Robotic Assistant for Automated Chemistry Experimentation and
  Characterization","Chemistry experiments can be resource- and labor-intensive, often requiring
manual tasks like polishing electrodes in electrochemistry. Traditional lab
automation infrastructure faces challenges adapting to new experiments. To
address this, we introduce ORGANA, an assistive robotic system that automates
diverse chemistry experiments using decision-making and perception tools. It
makes decisions with chemists in the loop to control robots and lab devices.
ORGANA interacts with chemists using Large Language Models (LLMs) to derive
experiment goals, handle disambiguation, and provide experiment logs. ORGANA
plans and executes complex tasks with visual feedback, while supporting
scheduling and parallel task execution. We demonstrate ORGANA's capabilities in
solubility, pH measurement, recrystallization, and electrochemistry
experiments. In electrochemistry, it executes a 19-step plan in parallel to
characterize quinone derivatives for flow batteries. Our user study shows
ORGANA reduces frustration and physical demand by over 50%, with users saving
an average of 80.3% of their time when using it.",2024-01-13,2024,2024-01,chemistry
ChemDFM: A Large Language Foundation Model for Chemistry,"Artificial intelligence (AI) has played an increasingly important role in
chemical research. However, most models currently used in chemistry are
specialist models that require training and tuning for specific tasks. A more
generic and efficient solution would be an AI model that could address many
tasks and support free-form dialogue in the broad field of chemistry. In its
utmost form, such a generalist AI chemist could be referred to as Chemical
General Intelligence. Large language models (LLMs) have recently logged
tremendous success in the general domain of natural language processing,
showing emerging task generalization and free-form dialogue capabilities.
However, domain knowledge of chemistry is largely missing when training
general-domain LLMs. The lack of such knowledge greatly hinders the performance
of generalist LLMs in the field of chemistry. To this end, we develop ChemDFM,
a pioneering LLM for chemistry trained on 34B tokens from chemical literature
and textbooks, and fine-tuned using 2.7M instructions. As a result, it can
understand and reason with chemical knowledge in free-form dialogue.
Quantitative evaluations show that ChemDFM significantly surpasses most
representative open-source LLMs. It outperforms GPT-4 on a great portion of
chemical tasks, despite the substantial size difference. We have open-sourced
the inference codes, evaluation datasets, and model weights of ChemDFM on
Huggingface (https://huggingface.co/OpenDFM/ChemDFM-v1.0-13B).",2024-01-26,2024,2024-01,chemistry
