title,summary,published,year,month,category
Face-work for Human-Agent Joint Decision-Making,"We propose a method to integrate face-work, a common social ritual related to
trust, into a decision-making agent that works collaboratively with a human.
Face-work is a set of trust-building behaviors designed to ""save face"" or
prevent others from ""losing face."" This paper describes the design of a
decision-making process that explicitly considers face-work as part of its
action selection. We also present a simulated robot arm deployed in an online
environment that can be used to evaluate the proposed method.",2020-11-03,2020,2020-11,environment
"Artificial Intelligence and its impact on the Fourth Industrial
  Revolution: A Review","Artificial Intelligence may revolutionize everything during the so-called
fourth industrial revolution, which carries several emerging technologies and
could progress without precedents in human history due to its speed and scope.
Government, academia, industry, and civil society show interest in
understanding the multidimensional impact of the emerging industrial
revolution; however, its development is hard to predict. Experts consider
emerging technologies could bring tremendous benefits to humanity; at the same
time, they could pose an existential risk. This paper reviews the development
and trends in AI, as well as the benefits, risks, and strategies in the field.
During the course of the emerging industrial revolution, the common good may be
achieved in a collaborative environment of shared interests and the hardest
work will be the implementation and monitoring of projects at a global scale.",2020-11-05,2020,2020-11,environment
"Playing optical tweezers with deep reinforcement learning: in virtual,
  physical and augmented environments","Reinforcement learning was carried out in a simulated environment to learn
continuous velocity control over multiple motor axes. This was then applied to
a real-world optical tweezers experiment with the objective of moving a
laser-trapped microsphere to a target location whilst avoiding collisions with
other free-moving microspheres. The concept of training a neural network in a
virtual environment has significant potential in the application of machine
learning for experimental optimization and control, as the neural network can
discover optimal methods for problem solving without the risk of damage to
equipment, and at a speed not limited by movement in the physical environment.
As the neural network treats both virtual and physical environments
equivalently, we show that the network can also be applied to an augmented
environment, where a virtual environment is combined with the physical
environment. This technique may have the potential to unlock capabilities
associated with mixed and augmented reality, such as enforcing safety limits
for machine motion or as a method of inputting observations from additional
sensors.",2020-11-05,2020,2020-11,environment
"Learning Behavior Trees with Genetic Programming in Unpredictable
  Environments","Modern industrial applications require robots to be able to operate in
unpredictable environments, and programs to be created with a minimal effort,
as there may be frequent changes to the task. In this paper, we show that
genetic programming can be effectively used to learn the structure of a
behavior tree (BT) to solve a robotic task in an unpredictable environment.
Moreover, we propose to use a simple simulator for the learning and demonstrate
that the learned BTs can solve the same task in a realistic simulator, reaching
convergence without the need for task specific heuristics. The learned solution
is tolerant to faults, making our method appealing for real robotic
applications.",2020-11-06,2020,2020-11,environment
"A deep Q-Learning based Path Planning and Navigation System for
  Firefighting Environments","Live fire creates a dynamic, rapidly changing environment that presents a
worthy challenge for deep learning and artificial intelligence methodologies to
assist firefighters with scene comprehension in maintaining their situational
awareness, tracking and relay of important features necessary for key decisions
as they tackle these catastrophic events. We propose a deep Q-learning based
agent who is immune to stress induced disorientation and anxiety and thus able
to make clear decisions for navigation based on the observed and stored facts
in live fire environments. As a proof of concept, we imitate structural fire in
a gaming engine called Unreal Engine which enables the interaction of the agent
with the environment. The agent is trained with a deep Q-learning algorithm
based on a set of rewards and penalties as per its actions on the environment.
We exploit experience replay to accelerate the learning process and augment the
learning of the agent with human-derived experiences. The agent trained under
this deep Q-learning approach outperforms agents trained through alternative
path planning systems and demonstrates this methodology as a promising
foundation on which to build a path planning navigation assistant capable of
safely guiding fire fighters through live fire environments.",2020-11-12,2020,2020-11,environment
DeepMind Lab2D,"We present DeepMind Lab2D, a scalable environment simulator for artificial
intelligence research that facilitates researcher-led experimentation with
environment design. DeepMind Lab2D was built with the specific needs of
multi-agent deep reinforcement learning researchers in mind, but it may also be
useful beyond that particular subfield.",2020-11-13,2020,2020-11,environment
"Empowering Things with Intelligence: A Survey of the Progress,
  Challenges, and Opportunities in Artificial Intelligence of Things","In the Internet of Things (IoT) era, billions of sensors and devices collect
and process data from the environment, transmit them to cloud centers, and
receive feedback via the internet for connectivity and perception. However,
transmitting massive amounts of heterogeneous data, perceiving complex
environments from these data, and then making smart decisions in a timely
manner are difficult. Artificial intelligence (AI), especially deep learning,
is now a proven success in various areas including computer vision, speech
recognition, and natural language processing. AI introduced into the IoT
heralds the era of artificial intelligence of things (AIoT). This paper
presents a comprehensive survey on AIoT to show how AI can empower the IoT to
make it faster, smarter, greener, and safer. Specifically, we briefly present
the AIoT architecture in the context of cloud computing, fog computing, and
edge computing. Then, we present progress in AI research for IoT from four
perspectives: perceiving, learning, reasoning, and behaving. Next, we summarize
some promising applications of AIoT that are likely to profoundly reshape our
world. Finally, we highlight the challenges facing AIoT and some potential
research opportunities.",2020-11-17,2020,2020-11,environment
"Double Meta-Learning for Data Efficient Policy Optimization in
  Non-Stationary Environments","We are interested in learning models of non-stationary environments, which
can be framed as a multi-task learning problem. Model-free reinforcement
learning algorithms can achieve good asymptotic performance in multi-task
learning at a cost of extensive sampling, due to their approach, which requires
learning from scratch. While model-based approaches are among the most data
efficient learning algorithms, they still struggle with complex tasks and model
uncertainties. Meta-reinforcement learning addresses the efficiency and
generalization challenges on multi task learning by quickly leveraging the
meta-prior policy for a new task. In this paper, we propose a
meta-reinforcement learning approach to learn the dynamic model of a
non-stationary environment to be used for meta-policy optimization later. Due
to the sample efficiency of model-based learning methods, we are able to
simultaneously train both the meta-model of the non-stationary environment and
the meta-policy until dynamic model convergence. Then, the meta-learned dynamic
model of the environment will generate simulated data for meta-policy
optimization. Our experiment demonstrates that our proposed method can
meta-learn the policy in a non-stationary environment with the data efficiency
of model-based learning approaches while achieving the high asymptotic
performance of model-free meta-reinforcement learning.",2020-11-21,2020,2020-11,environment
On limitations of learning algorithms in competitive environments,"We discuss conceptual limitations of generic learning algorithms pursuing
adversarial goals in competitive environments, and prove that they are subject
to limitations that are analogous to the constraints on knowledge imposed by
the famous theorems of G\""odel and Turing. These limitations are shown to be
related to intransitivity, which is commonly present in competitive
environments.",2020-11-25,2020,2020-11,environment
"Automated acquisition of structured, semantic models of manipulation
  activities from human VR demonstration","In this paper we present a system capable of collecting and annotating, human
performed, robot understandable, everyday activities from virtual environments.
The human movements are mapped in the simulated world using off-the-shelf
virtual reality devices with full body, and eye tracking capabilities. All the
interactions in the virtual world are physically simulated, thus movements and
their effects are closely relatable to the real world. During the activity
execution, a subsymbolic data logger is recording the environment and the human
gaze on a per-frame basis, enabling offline scene reproduction and replays.
Coupled with the physics engine, online monitors (symbolic data loggers) are
parsing (using various grammars) and recording events, actions, and their
effects in the simulated world.",2020-11-27,2020,2020-11,environment
"Robust Ultra-wideband Range Error Mitigation with Deep Learning at the
  Edge","Ultra-wideband (UWB) is the state-of-the-art and most popular technology for
wireless localization. Nevertheless, precise ranging and localization in
non-line-of-sight (NLoS) conditions is still an open research topic. Indeed,
multipath effects, reflections, refractions, and complexity of the indoor radio
environment can easily introduce a positive bias in the ranging measurement,
resulting in highly inaccurate and unsatisfactory position estimation. This
article proposes an efficient representation learning methodology that exploits
the latest advancement in deep learning and graph optimization techniques to
achieve effective ranging error mitigation at the edge. Channel Impulse
Response (CIR) signals are directly exploited to extract high semantic features
to estimate corrections in either NLoS or LoS conditions. Extensive
experimentation with different settings and configurations has proved the
effectiveness of our methodology and demonstrated the feasibility of a robust
and low computational power UWB range error mitigation.",2020-11-30,2020,2020-11,environment
"Emergent Complexity and Zero-shot Transfer via Unsupervised Environment
  Design","A wide range of reinforcement learning (RL) problems - including robustness,
transfer learning, unsupervised RL, and emergent complexity - require
specifying a distribution of tasks or environments in which a policy will be
trained. However, creating a useful distribution of environments is error
prone, and takes a significant amount of developer time and effort. We propose
Unsupervised Environment Design (UED) as an alternative paradigm, where
developers provide environments with unknown parameters, and these parameters
are used to automatically produce a distribution over valid, solvable
environments. Existing approaches to automatically generating environments
suffer from common failure modes: domain randomization cannot generate
structure or adapt the difficulty of the environment to the agent's learning
progress, and minimax adversarial training leads to worst-case environments
that are often unsolvable. To generate structured, solvable environments for
our protagonist agent, we introduce a second, antagonist agent that is allied
with the environment-generating adversary. The adversary is motivated to
generate environments which maximize regret, defined as the difference between
the protagonist and antagonist agent's return. We call our technique
Protagonist Antagonist Induced Regret Environment Design (PAIRED). Our
experiments demonstrate that PAIRED produces a natural curriculum of
increasingly complex environments, and PAIRED agents achieve higher zero-shot
transfer performance when tested in highly novel environments.",2020-12-03,2020,2020-12,environment
"Demonstration-efficient Inverse Reinforcement Learning in Procedurally
  Generated Environments","Deep Reinforcement Learning achieves very good results in domains where
reward functions can be manually engineered. At the same time, there is growing
interest within the community in using games based on Procedurally Content
Generation (PCG) as benchmark environments since this type of environment is
perfect for studying overfitting and generalization of agents under domain
shift. Inverse Reinforcement Learning (IRL) can instead extrapolate reward
functions from expert demonstrations, with good results even on
high-dimensional problems, however there are no examples of applying these
techniques to procedurally-generated environments. This is mostly due to the
number of demonstrations needed to find a good reward model. We propose a
technique based on Adversarial Inverse Reinforcement Learning which can
significantly decrease the need for expert demonstrations in PCG games. Through
the use of an environment with a limited set of initial seed levels, plus some
modifications to stabilize training, we show that our approach, DE-AIRL, is
demonstration-efficient and still able to extrapolate reward functions which
generalize to the fully procedural domain. We demonstrate the effectiveness of
our technique on two procedural environments, MiniGrid and DeepCrawl, for a
variety of tasks.",2020-12-04,2020,2020-12,environment
"Generating Human-Like Movement: A Comparison Between Two Approaches
  Based on Environmental Features","Modelling realistic human behaviours in simulation is an ongoing challenge
that resides between several fields like social sciences, philosophy, and
artificial intelligence. Human movement is a special type of behaviour driven
by intent (e.g. to get groceries) and the surrounding environment (e.g.
curiosity to see new interesting places). Services available online and offline
do not normally consider the environment when planning a path, which is
decisive especially on a leisure trip. Two novel algorithms have been presented
to generate human-like trajectories based on environmental features. The
Attraction-Based A* algorithm includes in its computation information from the
environmental features meanwhile, the Feature-Based A* algorithm also injects
information from the real trajectories in its computation. The human-likeness
aspect has been tested by a human expert judging the final generated
trajectories as realistic. This paper presents a comparison between the two
approaches in some key metrics like efficiency, efficacy, and hyper-parameters
sensitivity. We show how, despite generating trajectories that are closer to
the real one according to our predefined metrics, the Feature-Based A*
algorithm fall short in time efficiency compared to the Attraction-Based A*
algorithm, hindering the usability of the model in the real world.",2020-12-11,2020,2020-12,environment
Technical Opinion: From Animal Behaviour to Autonomous Robots,"With the rising applications of robots in unstructured real-world
environments, roboticists are increasingly concerned with the problems posed by
the complexity of such environments. One solution to these problems is robot
autonomy. Since nature has already solved the problem of autonomy it can be a
suitable model for developing autonomous robots. This paper presents a concise
review on robot autonomy from the perspective of animal behaviour. It examines
some state-of-the-art techniques as well as suggesting possible research
directions.",2020-12-11,2020,2020-12,environment
"Specializing Inter-Agent Communication in Heterogeneous Multi-Agent
  Reinforcement Learning using Agent Class Information","Inspired by recent advances in agent communication with graph neural
networks, this work proposes the representation of multi-agent communication
capabilities as a directed labeled heterogeneous agent graph, in which node
labels denote agent classes and edge labels, the communication type between two
classes of agents. We also introduce a neural network architecture that
specializes communication in fully cooperative heterogeneous multi-agent tasks
by learning individual transformations to the exchanged messages between each
pair of agent classes. By also employing encoding and action selection modules
with parameter sharing for environments with heterogeneous agents, we
demonstrate comparable or superior performance in environments where a larger
number of agent classes operates.",2020-12-14,2020,2020-12,environment
"Gegelati: Lightweight Artificial Intelligence through Generic and
  Evolvable Tangled Program Graphs","Tangled Program Graph (TPG) is a reinforcement learning technique based on
genetic programming concepts. On state-of-the-art learning environments, TPGs
have been shown to offer comparable competence with Deep Neural Networks
(DNNs), for a fraction of their computational and storage cost. This lightness
of TPGs, both for training and inference, makes them an interesting model to
implement Artificial Intelligences (AIs) on embedded systems with limited
computational and storage resources. In this paper, we introduce the Gegelati
library for TPGs. Besides introducing the general concepts and features of the
library, two main contributions are detailed in the paper: 1/ The
parallelization of the deterministic training process of TPGs, for supporting
heterogeneous Multiprocessor Systems-on-Chips (MPSoCs). 2/ The support for
customizable instruction sets and data types within the genetically evolved
programs of the TPG model. The scalability of the parallel training process is
demonstrated through experiments on architectures ranging from a high-end
24-core processor to a low-power heterogeneous MPSoC. The impact of
customizable instructions on the outcome of a training process is demonstrated
on a state-of-the-art reinforcement learning environment. CCS Concepts:
$\bullet$ Computer systems organization $\rightarrow$ Embedded systems;
$\bullet$ Computing methodologies $\rightarrow$ Machine learning.",2020-12-15,2020,2020-12,environment
When Is Generalizable Reinforcement Learning Tractable?,"Agents trained by reinforcement learning (RL) often fail to generalize beyond
the environment they were trained in, even when presented with new scenarios
that seem similar to the training environment. We study the query complexity
required to train RL agents that generalize to multiple environments.
Intuitively, tractable generalization is only possible when the environments
are similar or close in some sense. To capture this, we introduce Weak
Proximity, a natural structural condition that requires the environments to
have highly similar transition and reward functions and share a policy
providing optimal value. Despite such shared structure, we prove that tractable
generalization is impossible in the worst case. This holds even when each
individual environment can be efficiently solved to obtain an optimal linear
policy, and when the agent possesses a generative model. Our lower bound
applies to the more complex task of representation learning for the purpose of
efficient generalization to multiple environments. On the positive side, we
introduce Strong Proximity, a strengthened condition which we prove is
sufficient for efficient generalization.",2021-01-01,2021,2021-01,environment
Impact of Explanation on Trust of a Novel Mobile Robot,"One challenge with introducing robots into novel environments is misalignment
between supervisor expectations and reality, which can greatly affect a user's
trust and continued use of the robot. We performed an experiment to test
whether the presence of an explanation of expected robot behavior affected a
supervisor's trust in an autonomous robot. We measured trust both subjectively
through surveys and objectively through a dual-task experiment design to
capture supervisors' neglect tolerance (i.e., their willingness to perform
their own task while the robot is acting autonomously). Our objective results
show that explanations can help counteract the novelty effect of seeing a new
robot perform in an unknown environment. Participants who received an
explanation of the robot's behavior were more likely to focus on their own task
at the risk of neglecting their robot supervision task during the first trials
of the robot's behavior compared to those who did not receive an explanation.
However, this effect diminished after seeing multiple trials, and participants
who received explanations were equally trusting of the robot's behavior as
those who did not receive explanations. Interestingly, participants were not
able to identify their own changes in trust through their survey responses,
demonstrating that the dual-task design measured subtler changes in a
supervisor's trust.",2021-01-26,2021,2021-01,environment
"Improving Model-Based Reinforcement Learning with Internal State
  Representations through Self-Supervision","Using a model of the environment, reinforcement learning agents can plan
their future moves and achieve superhuman performance in board games like
Chess, Shogi, and Go, while remaining relatively sample-efficient. As
demonstrated by the MuZero Algorithm, the environment model can even be learned
dynamically, generalizing the agent to many more tasks while at the same time
achieving state-of-the-art performance. Notably, MuZero uses internal state
representations derived from real environment states for its predictions. In
this paper, we bind the model's predicted internal state representation to the
environment state via two additional terms: a reconstruction model loss and a
simpler consistency loss, both of which work independently and unsupervised,
acting as constraints to stabilize the learning process. Our experiments show
that this new integration of reconstruction model loss and simpler consistency
loss provide a significant performance increase in OpenAI Gym environments. Our
modifications also enable self-supervised pretraining for MuZero, so the
algorithm can learn about environment dynamics before a goal is made available.",2021-02-10,2021,2021-02,environment
"Artificial Intelligence Technologies in Education: Benefits, Challenges
  and Strategies of Implementation","Since the education sector is associated with highly dynamic business
environments which are controlled and maintained by information systems, recent
technological advancements and the increasing pace of adopting artificial
intelligence (AI) technologies constitute a need to identify and analyze the
issues regarding their implementation in education sector. However, a study of
the contemporary literature reveled that relatively little research has been
undertaken in this area. To fill this void, we have identified the benefits and
challenges of implementing artificial intelligence in the education sector,
preceded by a short discussion on the concepts of AI and its evolution over
time. Moreover, we have also reviewed modern AI technologies for learners and
educators, currently available on the software market, evaluating their
usefulness. Last but not least, we have developed a strategy implementation
model, described by a five-stage, generic process, along with the corresponding
configuration guide. To verify and validate their design, we separately
developed three implementation strategies for three different higher education
organizations. We believe that the obtained results will contribute to better
understanding the specificities of AI systems, services and tools, and
afterwards pave a smooth way in their implementation.",2021-02-11,2021,2021-02,environment
Towards AIOps in Edge Computing Environments,"Edge computing was introduced as a technical enabler for the demanding
requirements of new network technologies like 5G. It aims to overcome
challenges related to centralized cloud computing environments by distributing
computational resources to the edge of the network towards the customers. The
complexity of the emerging infrastructures increases significantly, together
with the ramifications of outages on critical use cases such as self-driving
cars or health care. Artificial Intelligence for IT Operations (AIOps) aims to
support human operators in managing complex infrastructures by using machine
learning methods. This paper describes the system design of an AIOps platform
which is applicable in heterogeneous, distributed environments. The overhead of
a high-frequency monitoring solution on edge devices is evaluated and
performance experiments regarding the applicability of three anomaly detection
algorithms on edge devices are conducted. The results show, that it is feasible
to collect metrics with a high frequency and simultaneously run specific
anomaly detection algorithms directly on edge devices with a reasonable
overhead on the resource utilization.",2021-02-12,2021,2021-02,environment
"Design a Technology Based on the Fusion of Genetic Algorithm, Neural
  network and Fuzzy logic","This paper describes the design and development of a prototype technique for
artificial intelligence based on the fusion of genetic algorithm, neural
network and fuzzy logic. It starts by establishing a relationship between the
neural network and fuzzy logic. Then, it combines the genetic algorithm with
them. Information fusions are at the confidence level, where matching scores
can be reported and discussed. The technique is called the Genetic Neuro-Fuzzy
(GNF). It can be used for high accuracy real-time environments.",2021-02-16,2021,2021-02,environment
"An Overview of Direct Diagnosis and Repair Techniques in the WeeVis
  Recommendation Environment","Constraint-based recommenders support users in the identification of items
(products) fitting their wishes and needs. Example domains are financial
services and electronic equipment. In this paper we show how divide-and-conquer
based (direct) diagnosis algorithms (no conflict detection is needed) can be
exploited in constraint-based recommendation scenarios. In this context, we
provide an overview of the MediaWiki-based recommendation environment WeeVis.",2021-02-24,2021,2021-02,environment
Reflections on the Clinical Acceptance of Artificial Intelligence,"In this chapter, we reflect on the use of Artificial Intelligence (AI) and
its acceptance in clinical environments. We develop a general view of
hindrances for clinical acceptance in the form of a pipeline model combining AI
and clinical practise. We then link each challenge to the relevant stage in the
pipeline and discuss the necessary requirements in order to overcome each
challenge. We complement this discussion with an overview of opportunities for
AI, which we currently see at the periphery of clinical workflows.",2021-03-01,2021,2021-03,environment
"Low-level cognitive skill transfer between two individuals' minds via
  computer game-based framework","The novel technique introduced here aims to accomplish the first stage of
transferring low-level cognitive skills between two individuals (e.g. from
expert to learner) to ease the consecutive higher level declarative learning
process for the target ""learner"" individual in a game environment. Such
low-level cognitive skill is associated with the procedural knowledge and
established at low-level of mind which can be unveiled and transferred by only
a novel technique (rather than by a traditional educational environment ) like
a highly interactive computer game domain in which a user exposes his/her
unconscious mind behaviors via the game-hero non-deliberately during the game
sessions. The cognitive data exposed by the game-hero would be recorded, and
then be modelled by the artificial intelligence technique like Bayesian
networks for an early stage of cognitive skill transfer and the cognitive
stimuli are also generated to be used as game agents to train the learner.",2021-03-03,2021,2021-03,environment
"The AI Arena: A Framework for Distributed Multi-Agent Reinforcement
  Learning","Advances in reinforcement learning (RL) have resulted in recent breakthroughs
in the application of artificial intelligence (AI) across many different
domains. An emerging landscape of development environments is making powerful
RL techniques more accessible for a growing community of researchers. However,
most existing frameworks do not directly address the problem of learning in
complex operating environments, such as dense urban settings or defense-related
scenarios, that incorporate distributed, heterogeneous teams of agents. To help
enable AI research for this important class of applications, we introduce the
AI Arena: a scalable framework with flexible abstractions for distributed
multi-agent reinforcement learning. The AI Arena extends the OpenAI Gym
interface to allow greater flexibility in learning control policies across
multiple agents with heterogeneous learning strategies and localized views of
the environment. To illustrate the utility of our framework, we present
experimental results that demonstrate performance gains due to a distributed
multi-agent learning approach over commonly-used RL techniques in several
different learning environments.",2021-03-09,2021,2021-03,environment
"Intelligent behavior depends on the ecological niche: Scaling up AI to
  human-like intelligence in socio-cultural environments","This paper outlines a perspective on the future of AI, discussing directions
for machines models of human-like intelligence. We explain how developmental
and evolutionary theories of human cognition should further inform artificial
intelligence. We emphasize the role of ecological niches in sculpting
intelligent behavior, and in particular that human intelligence was
fundamentally shaped to adapt to a constantly changing socio-cultural
environment. We argue that a major limit of current work in AI is that it is
missing this perspective, both theoretically and experimentally. Finally, we
discuss the promising approach of developmental artificial intelligence,
modeling infant development through multi-scale interaction between
intrinsically motivated learning, embodiment and a fastly changing
socio-cultural environment. This paper takes the form of an interview of
Pierre-Yves Oudeyer by Mandred Eppe, organized within the context of a KI -
K{\""{u}}nstliche Intelligenz special issue in developmental robotics.",2021-03-11,2021,2021-03,environment
"Where is your place, Visual Place Recognition?","Visual Place Recognition (VPR) is often characterized as being able to
recognize the same place despite significant changes in appearance and
viewpoint. VPR is a key component of Spatial Artificial Intelligence, enabling
robotic platforms and intelligent augmentation platforms such as augmented
reality devices to perceive and understand the physical world. In this paper,
we observe that there are three ""drivers"" that impose requirements on spatially
intelligent agents and thus VPR systems: 1) the particular agent including its
sensors and computational resources, 2) the operating environment of this
agent, and 3) the specific task that the artificial agent carries out. In this
paper, we characterize and survey key works in the VPR area considering those
drivers, including their place representation and place matching choices. We
also provide a new definition of VPR based on the visual overlap -- akin to
spatial view cells in the brain -- that enables us to find similarities and
differences to other research areas in the robotics and computer vision fields.
We identify numerous open challenges and suggest areas that require more
in-depth attention in future works.",2021-03-11,2021,2021-03,environment
Hippocampal formation-inspired probabilistic generative model,"In building artificial intelligence (AI) agents, referring to how brains
function in real environments can accelerate development by reducing the design
space. In this study, we propose a probabilistic generative model (PGM) for
navigation in uncertain environments by integrating the neuroscientific
knowledge of hippocampal formation (HF) and the engineering knowledge in
robotics and AI, namely, simultaneous localization and mapping (SLAM). We
follow the approach of brain reference architecture (BRA) (Yamakawa, 2021) to
compose the PGM and outline how to verify the model. To this end, we survey and
discuss the relationship between the HF findings and SLAM models. The proposed
hippocampal formation-inspired probabilistic generative model (HF-PGM) is
designed to be highly consistent with the anatomical structure and functions of
the HF. By referencing the brain, we elaborate on the importance of integration
of egocentric/allocentric information from the entorhinal cortex to the
hippocampus and the use of discrete-event queues.",2021-03-12,2021,2021-03,environment
Hybrid computer approach to train a machine learning system,"This book chapter describes a novel approach to training machine learning
systems by means of a hybrid computer setup i.e. a digital computer tightly
coupled with an analog computer. As an example a reinforcement learning system
is trained to balance an inverted pendulum which is simulated on an analog
computer, thus demonstrating a solution to the major challenge of adequately
simulating the environment for reinforcement learning.",2021-03-13,2021,2021-03,environment
"NMRPy: a novel NMR scripting system to implement artificial intelligence
  and advanced applications","Background: Software is an important windows to offer a variety of complex
instrument control and data processing for nuclear magnetic resonance (NMR)
spectrometer. NMR software should allow researchers to flexibly implement
various functionality according to the requirement of applications. Scripting
system can offer an open environment for NMR users to write custom programs
with basic libraries. Emerging technologies, especially multivariate
statistical analysis and artificial intelligence, have been successfully
applied to NMR applications such as metabolomics and biomacromolecules.
Scripting system should support more complex NMR libraries, which will enable
the emerging technologies to be easily implemented in the scripting
environment. Result: Here, a novel NMR scripting system named ""NMRPy"" is
introduced. In the scripting system, both Java based NMR methods and original
CPython based libraries are supported. A module was built as a bridge to
integrate the runtime environment of Java and CPython. It works as an extension
in CPython environment, as well as interacts with Java part by Java Native
Interface. Leveraging the bridge, Java based instrument control and data
processing methods can be called as a CPython style. Compared with traditional
scripting system, NMRPy is easier for NMR researchers to develop complex
functionality with fast numerical computation, multivariate statistical
analysis, deep learning etc. Non-uniform sampling and protein structure
prediction methods based on deep learning can be conveniently integrated into
NMRPy. Conclusion: NMRPy offers a user-friendly environment to implement custom
functionality leveraging its powerful basic NMR and rich CPython libraries. NMR
applications with emerging technologies can be easily integrated. The scripting
system is free of charge and can be downloaded by visiting
http://www.spinstudioj.net/nmrpy.",2021-03-27,2021,2021-03,environment
HTN Planning Domain for Deployment of Cloud Applications,"Cloud providers are facing a complex problem in configuring software
applications ready for deployment on their infrastructures. Hierarchical Task
Network (HTN) planning can provide effective means to solve such deployment
problems. We present an HTN planning domain that models deployment problems as
found in realistic Cloud environments.",2021-04-16,2021,2021-04,environment
"A Robust Model for Trust Evaluation during Interactions between Agents
  in a Sociable Environment","Trust evaluation is an important topic in both research and applications in
sociable environments. This paper presents a model for trust evaluation between
agents by the combination of direct trust, indirect trust through neighbouring
links and the reputation of an agent in the environment (i.e. social network)
to provide the robust evaluation. Our approach is typology independent from
social network structures and in a decentralized manner without a central
controller, so it can be used in broad domains.",2021-04-17,2021,2021-04,environment
Modular Procedural Generation for Voxel Maps,"Task environments developed in Minecraft are becoming increasingly popular
for artificial intelligence (AI) research. However, most of these are currently
constructed manually, thus failing to take advantage of procedural content
generation (PCG), a capability unique to virtual task environments. In this
paper, we present mcg, an open-source library to facilitate implementing PCG
algorithms for voxel-based environments such as Minecraft. The library is
designed with human-machine teaming research in mind, and thus takes a
'top-down' approach to generation, simultaneously generating low and high level
machine-readable representations that are suitable for empirical research.
These can be consumed by downstream AI applications that consider human spatial
cognition. The benefits of this approach include rapid, scalable, and efficient
development of virtual environments, the ability to control the statistics of
the environment at a semantic level, and the ability to generate novel
environments in response to player actions in real time.",2021-04-18,2021,2021-04,environment
Reinforcement Learning with Expert Trajectory For Quantitative Trading,"In recent years, quantitative investment methods combined with artificial
intelligence have attracted more and more attention from investors and
researchers. Existing related methods based on the supervised learning are not
very suitable for learning problems with long-term goals and delayed rewards in
real futures trading. In this paper, therefore, we model the price prediction
problem as a Markov decision process (MDP), and optimize it by reinforcement
learning with expert trajectory. In the proposed method, we employ more than
100 short-term alpha factors instead of price, volume and several technical
factors in used existing methods to describe the states of MDP. Furthermore,
unlike DQN (deep Q-learning) and BC (behavior cloning) in related methods, we
introduce expert experience in training stage, and consider both the
expert-environment interaction and the agent-environment interaction to design
the temporal difference error so that the agents are more adaptable for
inevitable noise in financial data. Experimental results evaluated on share
price index futures in China, including IF (CSI 300) and IC (CSI 500), show
that the advantages of the proposed method compared with three typical
technical analysis and two deep leaning based methods.",2021-05-09,2021,2021-05,environment
"Zero-Shot Reinforcement Learning on Graphs for Autonomous Exploration
  Under Uncertainty","This paper studies the problem of autonomous exploration under localization
uncertainty for a mobile robot with 3D range sensing. We present a framework
for self-learning a high-performance exploration policy in a single simulation
environment, and transferring it to other environments, which may be physical
or virtual. Recent work in transfer learning achieves encouraging performance
by domain adaptation and domain randomization to expose an agent to scenarios
that fill the inherent gaps in sim2sim and sim2real approaches. However, it is
inefficient to train an agent in environments with randomized conditions to
learn the important features of its current state. An agent can use domain
knowledge provided by human experts to learn efficiently. We propose a novel
approach that uses graph neural networks in conjunction with deep reinforcement
learning, enabling decision-making over graphs containing relevant exploration
information provided by human experts to predict a robot's optimal sensing
action in belief space. The policy, which is trained only in a single
simulation environment, offers a real-time, scalable, and transferable
decision-making strategy, resulting in zero-shot transfer to other simulation
environments and even real-world environments.",2021-05-11,2021,2021-05,environment
Model-Based Offline Planning with Trajectory Pruning,"The recent offline reinforcement learning (RL) studies have achieved much
progress to make RL usable in real-world systems by learning policies from
pre-collected datasets without environment interaction. Unfortunately, existing
offline RL methods still face many practical challenges in real-world system
control tasks, such as computational restriction during agent training and the
requirement of extra control flexibility. The model-based planning framework
provides an attractive alternative. However, most model-based planning
algorithms are not designed for offline settings. Simply combining the
ingredients of offline RL with existing methods either provides
over-restrictive planning or leads to inferior performance. We propose a new
light-weighted model-based offline planning framework, namely MOPP, which
tackles the dilemma between the restrictions of offline learning and
high-performance planning. MOPP encourages more aggressive trajectory rollout
guided by the behavior policy learned from data, and prunes out problematic
trajectories to avoid potential out-of-distribution samples. Experimental
results show that MOPP provides competitive performance compared with existing
model-based offline planning and RL approaches.",2021-05-16,2021,2021-05,environment
"Multi-Agent Deep Reinforcement Learning using Attentive Graph Neural
  Architectures for Real-Time Strategy Games","In real-time strategy (RTS) game artificial intelligence research, various
multi-agent deep reinforcement learning (MADRL) algorithms are widely and
actively used nowadays. Most of the research is based on StarCraft II
environment because it is the most well-known RTS games in world-wide. In our
proposed MADRL-based algorithm, distributed MADRL is fundamentally used that is
called QMIX. In addition to QMIX-based distributed computation, we consider
state categorization which can reduce computational complexity significantly.
Furthermore, self-attention mechanisms are used for identifying the
relationship among agents in the form of graphs. Based on these approaches, we
propose a categorized state graph attention policy (CSGA-policy). As observed
in the performance evaluation of our proposed CSGA-policy with the most
well-known StarCraft II simulation environment, our proposed algorithm works
well in various settings, as expected.",2021-05-21,2021,2021-05,environment
